transaction_id,user_id,amount,currency,country,merchant_type,device_risk_score,timestamp,transaction_type,description,recipient_account,sender_account
TXN-1396,user_113,91797.06,INR,India,business,0.49,2024-01-10 17:19:32,deposit,Transaction 396,ACC9891934968,ACC3316252510
TXN-1397,user_085,61695.75,EUR,Singapore,grocery,0.38,2024-01-10 13:09:17,payment,Transaction 397,ACC4464101420,ACC7158583081
TXN-1398,user_089,526.98,AED,UAE,business,0.11,2024-01-10 14:28:20,deposit,Transaction 398,ACC2266162835,ACC9240004832
TXN-1399,user_086,66388.93,SGD,USA,education,0.51,2024-01-10 18:24:59,transfer,Transaction 399,ACC3429379401,ACC2893441873
TXN-1400,user_131,653.38,USD,India,retail,0.88,2024-01-11 13:25:19,deposit,Transaction 400,ACC1329530637,ACC6963712567
TXN-1401,user_170,111.35,SGD,India,retail,0.38,2024-01-11 09:47:56,transfer,Transaction 401,ACC2893714896,ACC2611347839
TXN-1402,user_055,1871.65,INR,India,automobile,0.78,2024-01-11 11:55:51,transfer,Transaction 402,ACC3053050958,ACC9455417815
TXN-1403,user_134,1615.21,EUR,India,education,0.37,2024-01-11 12:51:54,transfer,Transaction 403,ACC7850677834,ACC3279502281
TXN-1404,user_037,182542.6,GBP,India,travel,0.33,2024-01-11 12:34:05,payment,Transaction 404,ACC6611483154,ACC8490477328
TXN-1405,user_021,7867.73,GBP,India,grocery,0.14,2024-01-11 17:42:14,transfer,Transaction 405,ACC4270875467,ACC8520092147
TXN-1406,user_033,713.29,EUR,India,investment,0.38,2024-01-11 17:56:58,deposit,Transaction 406,ACC7643766446,ACC6421207869
TXN-1407,user_033,8409.6,AED,USA,grocery,0.45,2024-01-11 13:58:22,transfer,Transaction 407,ACC6434087155,ACC2679662260
TXN-1408,user_102,805.31,EUR,UK,crypto_exchange,0.81,2024-01-11 14:29:40,deposit,Transaction 408,ACC3290228081,ACC1139823061
TXN-1409,user_163,355.4,GBP,UAE,crypto_exchange,0.5,2024-01-11 17:17:55,withdrawal,Transaction 409,ACC1862480595,ACC6073972544
TXN-1410,user_135,964.36,EUR,India,investment,0.43,2024-01-11 10:57:56,transfer,Transaction 410,ACC2067019664,ACC1715871701
TXN-1411,user_028,789753.31,EUR,India,restaurant,0.4,2024-01-11 09:11:21,withdrawal,Transaction 411,ACC7987994098,ACC7754863031
TXN-1412,user_181,27871.86,USD,India,restaurant,0.39,2024-01-11 15:00:33,transfer,Transaction 412,ACC1600847679,ACC1147966237
TXN-1413,user_177,972.55,USD,India,entertainment,0.21,2024-01-11 15:31:14,deposit,Transaction 413,ACC3805835052,ACC6695464590
TXN-1414,user_096,63937.2,USD,UAE,online,0.14,2024-01-11 16:48:50,deposit,Transaction 414,ACC5019065240,ACC4984533055
TXN-1415,user_002,6152.57,EUR,India,automobile,0.32,2024-01-11 16:38:42,withdrawal,Transaction 415,ACC1760864070,ACC4736614239
TXN-1416,user_087,3885.07,SGD,India,retail,0.23,2024-01-11 18:22:52,payment,Transaction 416,ACC3454660616,ACC9821183027
TXN-1417,user_031,7444.93,SGD,India,investment,0.51,2024-01-11 10:55:14,deposit,Transaction 417,ACC1477477983,ACC6260340877
TXN-1418,user_109,8705.47,USD,UK,healthcare,0.37,2024-01-11 18:21:15,deposit,Transaction 418,ACC2273030443,ACC5790701020
TXN-1419,user_026,1738.1,INR,India,real_estate,0.38,2024-01-11 11:52:00,transfer,Transaction 419,ACC2247884891,ACC7340254134
TXN-1420,user_094,362469.74,EUR,USA,real_estate,0.49,2024-01-11 12:40:06,deposit,Transaction 420,ACC5498424998,ACC6803557754
TXN-1421,user_088,374.29,INR,UK,retail,0.44,2024-01-11 11:18:25,transfer,Transaction 421,ACC4549150357,ACC3938098610
TXN-1422,user_088,91341.83,INR,UK,restaurant,0.23,2024-01-11 12:51:16,payment,Transaction 422,ACC2358734395,ACC1467588448
TXN-1423,user_135,247.53,EUR,India,automobile,0.32,2024-01-11 13:24:25,transfer,Transaction 423,ACC3935308344,ACC7487714687
TXN-1424,user_058,73511.53,AED,India,business,0.19,2024-01-11 18:15:14,payment,Transaction 424,ACC5449041128,ACC6021922621
TXN-1425,user_172,57567.17,SGD,India,education,0.56,2024-01-11 13:08:39,deposit,Transaction 425,ACC2856409626,ACC7293112824
TXN-1426,user_026,285.94,USD,USA,retail,0.12,2024-01-11 09:42:10,transfer,Transaction 426,ACC2694098443,ACC4769177964
TXN-1427,user_063,71032.9,USD,UK,retail,0.37,2024-01-11 12:11:37,payment,Transaction 427,ACC3903300227,ACC5705220633
TXN-1428,user_118,3010.96,SGD,India,healthcare,0.28,2024-01-11 18:29:25,transfer,Transaction 428,ACC6251392811,ACC7570524501
TXN-1429,user_194,367043.39,EUR,India,healthcare,0.14,2024-01-11 11:01:27,payment,Transaction 429,ACC4392493557,ACC1814072390
TXN-1430,user_170,165.4,SGD,USA,online,0.25,2024-01-11 09:43:58,withdrawal,Transaction 430,ACC7810844044,ACC4598556642
TXN-1431,user_147,3389.85,USD,India,investment,0.32,2024-01-11 12:29:19,transfer,Transaction 431,ACC5529421563,ACC1478333977
TXN-1432,user_007,5426.51,EUR,USA,retail,0.22,2024-01-11 09:48:00,transfer,Transaction 432,ACC5716949101,ACC1669549580
TXN-1433,user_063,327.99,AED,India,investment,0.69,2024-01-11 14:55:43,payment,Transaction 433,ACC2946589117,ACC1096796756
TXN-1434,user_180,340.2,GBP,India,grocery,0.11,2024-01-11 17:35:33,withdrawal,Transaction 434,ACC3946709532,ACC8347795830
TXN-1435,user_182,8947.45,EUR,UK,crypto_exchange,0.19,2024-01-11 10:51:40,withdrawal,Transaction 435,ACC2581810944,ACC9330502208
TXN-1436,user_021,279.41,SGD,USA,business,0.24,2024-01-11 15:49:18,deposit,Transaction 436,ACC8747875337,ACC2768073659
TXN-1437,user_066,9104.91,GBP,India,grocery,0.51,2024-01-11 13:37:32,withdrawal,Transaction 437,ACC4460181820,ACC4998850988
TXN-1438,user_021,2670.04,SGD,USA,jewelry,0.33,2024-01-11 11:38:28,deposit,Transaction 438,ACC2218404464,ACC7084423894
TXN-1439,user_192,786.09,EUR,USA,restaurant,1.0,2024-01-11 17:27:25,deposit,Transaction 439,ACC2616461879,ACC4245932986
TXN-1440,user_101,92622.19,SGD,India,retail,0.86,2024-01-12 15:46:28,deposit,Transaction 440,ACC8006161891,ACC6622996819
TXN-1441,user_161,1560.86,USD,India,real_estate,0.16,2024-01-12 12:22:38,withdrawal,Transaction 441,ACC5563502937,ACC3599780414
TXN-1442,user_101,3822.95,INR,India,business,0.63,2024-01-12 11:47:43,transfer,Transaction 442,ACC2076692618,ACC8472227364
TXN-1443,user_084,241.15,GBP,India,entertainment,0.37,2024-01-12 09:47:31,transfer,Transaction 443,ACC4997853718,ACC3234752323
TXN-1444,user_049,414019.44,EUR,India,retail,0.46,2024-01-12 14:37:57,deposit,Transaction 444,ACC7853117071,ACC4718960197
TXN-1445,user_178,326782.24,AED,India,automobile,0.52,2024-01-12 09:07:24,payment,Transaction 445,ACC1563565171,ACC8212345487
TXN-1446,user_192,253.44,INR,India,real_estate,0.67,2024-01-12 17:39:27,withdrawal,Transaction 446,ACC7001178462,ACC4567920064
TXN-1447,user_166,268131.5,SGD,India,crypto_exchange,0.2,2024-01-12 09:12:01,deposit,Transaction 447,ACC4654644019,ACC2554579899
TXN-1448,user_079,702.19,USD,India,education,0.13,2024-01-12 13:34:16,deposit,Transaction 448,ACC1091462905,ACC2824661326
TXN-1449,user_188,3814.98,GBP,India,real_estate,1.04,2024-01-12 15:10:12,withdrawal,Transaction 449,ACC6515029089,ACC3910569711
TXN-1450,user_068,2217.92,INR,UK,grocery,0.76,2024-01-12 15:39:28,withdrawal,Transaction 450,ACC1758260461,ACC5857213571
TXN-1451,user_056,1404.54,EUR,India,automobile,0.34,2024-01-12 12:14:33,payment,Transaction 451,ACC8855237054,ACC2914308030
TXN-1452,user_010,772.45,USD,India,utilities,0.3,2024-01-12 17:32:31,transfer,Transaction 452,ACC8155448129,ACC8293323741
TXN-1453,user_187,2091.61,AED,India,automobile,0.37,2024-01-12 12:39:09,payment,Transaction 453,ACC6791415491,ACC8515192162
TXN-1454,user_166,153131.57,EUR,India,travel,0.43,2024-01-12 09:35:47,withdrawal,Transaction 454,ACC4930451620,ACC1741709010
TXN-1455,user_004,93818.79,GBP,UK,investment,0.56,2024-01-12 10:42:04,withdrawal,Transaction 455,ACC9629510964,ACC8105465547
TXN-1456,user_172,1372.88,EUR,USA,crypto_exchange,0.47,2024-01-12 11:35:24,deposit,Transaction 456,ACC6498366566,ACC3069955338
TXN-1457,user_185,449.6,INR,India,automobile,0.48,2024-01-12 13:24:58,payment,Transaction 457,ACC4026895571,ACC8754684365
TXN-1458,user_173,989626.06,INR,USA,entertainment,0.39,2024-01-12 10:00:12,transfer,Transaction 458,ACC7682537294,ACC8686770623
TXN-1459,user_039,42638.13,SGD,UK,investment,0.89,2024-01-12 17:23:21,payment,Transaction 459,ACC9648806382,ACC9371060375
TXN-1460,user_197,58440.29,AED,India,real_estate,0.32,2024-01-12 13:01:46,transfer,Transaction 460,ACC6163852292,ACC1785449847
TXN-1461,user_073,7894.28,INR,India,entertainment,0.58,2024-01-12 16:38:04,transfer,Transaction 461,ACC2429477738,ACC4917705492
TXN-1462,user_035,25452.29,SGD,India,restaurant,0.6,2024-01-12 13:32:08,payment,Transaction 462,ACC8872336342,ACC2039339940
TXN-1463,user_104,1078.34,INR,India,online,0.35,2024-01-12 10:16:04,withdrawal,Transaction 463,ACC9964386998,ACC5910605660
TXN-1464,user_168,8227.12,GBP,India,education,0.4,2024-01-12 12:06:10,transfer,Transaction 464,ACC9596081196,ACC7219977242
TXN-1465,user_124,348627.48,USD,UK,healthcare,0.7,2024-01-12 09:48:22,payment,Transaction 465,ACC1268570175,ACC3333948676
TXN-1466,user_122,7831.58,GBP,India,automobile,0.22,2024-01-12 12:50:21,deposit,Transaction 466,ACC6436818648,ACC7955522426
TXN-1467,user_027,742.31,SGD,Singapore,grocery,0.3,2024-01-12 10:11:30,transfer,Transaction 467,ACC6799501762,ACC2618795943
TXN-1468,user_042,78773.56,USD,India,utilities,0.4,2024-01-12 16:19:44,deposit,Transaction 468,ACC1945014882,ACC5022512663
TXN-1469,user_117,4078.61,AED,India,travel,0.18,2024-01-12 18:22:38,payment,Transaction 469,ACC5455238361,ACC9678631809
TXN-1470,user_119,1915.93,INR,USA,crypto_exchange,0.13,2024-01-12 09:19:36,payment,Transaction 470,ACC7288902906,ACC6198235130
TXN-1471,user_080,5853.37,GBP,Singapore,retail,0.4,2024-01-12 15:11:30,withdrawal,Transaction 471,ACC3648030868,ACC2178499881
TXN-1472,user_037,2754.58,GBP,India,investment,0.31,2024-01-12 11:29:42,deposit,Transaction 472,ACC6559109808,ACC3980549468
TXN-1473,user_079,52114.72,AED,UK,business,0.4,2024-01-12 09:42:01,payment,Transaction 473,ACC1694253427,ACC7603206759
TXN-1474,user_042,504.61,USD,USA,crypto_exchange,0.36,2024-01-12 09:51:35,transfer,Transaction 474,ACC9858661909,ACC2148055198
TXN-1475,user_185,687.88,USD,India,healthcare,0.12,2024-01-12 12:45:10,payment,Transaction 475,ACC6982619887,ACC8338832825
TXN-1476,user_183,989.88,GBP,India,travel,0.24,2024-01-12 17:54:44,transfer,Transaction 476,ACC5563311748,ACC2247081362
TXN-1477,user_172,10031.73,INR,India,automobile,0.12,2024-01-12 17:28:23,payment,Transaction 477,ACC4674020137,ACC1172384201
TXN-1478,user_170,1821930.94,EUR,India,investment,0.84,2024-01-12 11:39:28,payment,Transaction 478,ACC5499637845,ACC8191972287
TXN-1479,user_011,7776.33,SGD,India,entertainment,0.2,2024-01-12 09:08:43,deposit,Transaction 479,ACC4403062970,ACC1565125320
TXN-1480,user_031,674.12,EUR,India,restaurant,0.37,2024-01-13 15:34:03,payment,Transaction 480,ACC5850581002,ACC8159883375
TXN-1481,user_131,359.82,GBP,USA,travel,0.27,2024-01-13 11:53:19,payment,Transaction 481,ACC8117709674,ACC7219731977
TXN-1482,user_050,9839.57,EUR,USA,crypto_exchange,0.75,2024-01-13 13:01:39,payment,Transaction 482,ACC4047646805,ACC2969631742
TXN-1483,user_086,3397.6,AED,Germany,crypto_exchange,0.9,2024-01-13 18:24:12,deposit,Transaction 483,ACC9690337665,ACC3358345921
TXN-1484,user_015,8984.52,AED,Singapore,healthcare,0.67,2024-01-13 10:12:12,withdrawal,Transaction 484,ACC7120329085,ACC2049343651
TXN-1485,user_153,41646.03,INR,USA,business,0.33,2024-01-13 10:42:43,withdrawal,Transaction 485,ACC2993130154,ACC8382030402
TXN-1486,user_131,6199.31,INR,India,automobile,0.61,2024-01-13 14:07:45,withdrawal,Transaction 486,ACC2324755793,ACC3403675906
TXN-1487,user_154,6876.88,GBP,India,jewelry,0.25,2024-01-13 12:59:37,transfer,Transaction 487,ACC7110410153,ACC1760546600
TXN-1488,user_001,8952.1,USD,India,restaurant,0.42,2024-01-13 13:29:20,payment,Transaction 488,ACC9588707552,ACC4864294146
TXN-1489,user_042,276.39,AED,USA,crypto_exchange,0.19,2024-01-13 10:08:55,transfer,Transaction 489,ACC6178485989,ACC3376976862
TXN-1490,user_002,163239.37,AED,UAE,education,0.14,2024-01-13 15:26:14,withdrawal,Transaction 490,ACC9886498357,ACC9862041716
TXN-1491,user_038,95063.7,SGD,USA,business,0.27,2024-01-13 12:06:28,deposit,Transaction 491,ACC7231391076,ACC7093731532
TXN-1492,user_005,5876.92,EUR,India,automobile,0.12,2024-01-13 15:12:38,payment,Transaction 492,ACC5051884677,ACC8618512082
TXN-1493,user_010,6901.01,USD,India,investment,0.83,2024-01-13 12:22:39,deposit,Transaction 493,ACC2408893095,ACC3865001067
TXN-1494,user_052,7555.72,AED,India,real_estate,0.47,2024-01-13 13:31:13,withdrawal,Transaction 494,ACC4937346599,ACC8912581976
TXN-1495,user_180,8753.44,INR,UK,grocery,0.29,2024-01-13 11:59:09,transfer,Transaction 495,ACC3116759710,ACC3697663143
TXN-1496,user_012,46330.64,INR,India,restaurant,0.66,2024-01-13 12:45:40,withdrawal,Transaction 496,ACC1258224187,ACC8840529947
TXN-1497,user_057,495.92,GBP,India,online,0.48,2024-01-13 10:24:47,withdrawal,Transaction 497,ACC3728923148,ACC4435316328
TXN-1498,user_043,830.75,EUR,India,automobile,0.58,2024-01-13 10:18:50,withdrawal,Transaction 498,ACC1098566692,ACC9279720934
TXN-1499,user_094,9294.84,AED,India,retail,0.5,2024-01-13 15:30:19,payment,Transaction 499,ACC8069982658,ACC5428176140
TXN-1500,user_057,99955.66,SGD,UK,education,0.53,2024-01-13 14:53:53,deposit,Transaction 500,ACC3644949977,ACC2889893048
TXN-1501,user_059,452.06,GBP,India,automobile,0.39,2024-01-13 13:20:52,payment,Transaction 501,ACC3453330994,ACC6376247404
TXN-1502,user_028,66978.92,GBP,USA,entertainment,1.09,2024-01-13 09:02:05,payment,Transaction 502,ACC4376828091,ACC4598526435
TXN-1503,user_148,27085.55,USD,UK,crypto_exchange,0.34,2024-01-13 14:39:47,transfer,Transaction 503,ACC9067953489,ACC7532444211
TXN-1504,user_047,894.78,AED,UAE,education,0.68,2024-01-13 09:57:10,payment,Transaction 504,ACC2946891223,ACC6731305123
TXN-1505,user_042,7793.63,EUR,USA,automobile,0.51,2024-01-13 14:20:07,payment,Transaction 505,ACC9324509592,ACC7167318599
TXN-1506,user_041,426093.84,EUR,India,travel,0.6,2024-01-13 13:56:22,withdrawal,Transaction 506,ACC4861145462,ACC2824950804
TXN-1507,user_101,2178.5,USD,India,online,0.14,2024-01-13 16:23:07,withdrawal,Transaction 507,ACC7262043465,ACC8827165179
TXN-1508,user_058,39506.1,SGD,India,real_estate,0.3,2024-01-13 16:43:26,withdrawal,Transaction 508,ACC6249467883,ACC9802631023
TXN-1509,user_133,4979.45,GBP,India,restaurant,0.59,2024-01-13 15:34:27,transfer,Transaction 509,ACC4798881157,ACC4794143515
TXN-1510,user_080,473728.99,SGD,UAE,jewelry,0.86,2024-01-13 18:32:14,transfer,Transaction 510,ACC3922974958,ACC1194491430
TXN-1511,user_084,347.09,SGD,India,travel,0.32,2024-01-13 15:54:51,deposit,Transaction 511,ACC2606357435,ACC1544297561
TXN-1512,user_193,8416.52,GBP,UAE,real_estate,0.14,2024-01-13 12:03:15,transfer,Transaction 512,ACC6407403920,ACC5072140770
TXN-1513,user_101,2195.1,AED,India,real_estate,0.36,2024-01-13 15:54:28,deposit,Transaction 513,ACC7928801746,ACC8229115162
TXN-1514,user_121,315725.57,INR,India,real_estate,0.66,2024-01-13 14:13:21,deposit,Transaction 514,ACC9393571376,ACC6046513512
TXN-1515,user_122,9794.02,SGD,India,entertainment,0.27,2024-01-13 15:52:54,withdrawal,Transaction 515,ACC5628170804,ACC5053785492
TXN-1516,user_189,494921.98,INR,India,grocery,0.24,2024-01-13 13:51:54,deposit,Transaction 516,ACC6672847944,ACC6357331848
TXN-1517,user_117,26166.78,EUR,USA,real_estate,0.33,2024-01-13 09:39:25,transfer,Transaction 517,ACC8980798559,ACC6514177552
TXN-1518,user_015,42125.57,SGD,India,retail,0.1,2024-01-13 17:51:56,transfer,Transaction 518,ACC2075403496,ACC6633232983
TXN-1519,user_014,9296.9,SGD,India,entertainment,0.48,2024-01-13 17:22:48,payment,Transaction 519,ACC8037212734,ACC3464838449
TXN-1520,user_067,467.78,SGD,USA,crypto_exchange,0.3,2024-01-14 12:13:21,deposit,Transaction 520,ACC8912461938,ACC5927899854
TXN-1521,user_115,53770.51,SGD,India,investment,0.5,2024-01-14 10:16:21,withdrawal,Transaction 521,ACC5672871846,ACC4865937584
TXN-1522,user_076,8626.37,SGD,India,automobile,0.31,2024-01-14 16:02:03,deposit,Transaction 522,ACC6455089540,ACC3505255299
TXN-1523,user_137,7040.86,INR,India,healthcare,0.18,2024-01-14 14:58:23,transfer,Transaction 523,ACC3332886662,ACC6020648068
TXN-1524,user_145,1073860.09,USD,India,real_estate,0.32,2024-01-14 15:06:15,withdrawal,Transaction 524,ACC4568265586,ACC5129844383
TXN-1525,user_079,6483.58,EUR,USA,healthcare,0.64,2024-01-14 09:46:12,deposit,Transaction 525,ACC4508900676,ACC5894837016
TXN-1526,user_167,329644.9,INR,India,jewelry,0.52,2024-01-14 12:24:49,deposit,Transaction 526,ACC2115930636,ACC2550983503
TXN-1527,user_156,807.11,EUR,India,online,0.22,2024-01-14 17:17:18,deposit,Transaction 527,ACC7718462490,ACC6539936711
TXN-1528,user_093,264740.48,USD,India,jewelry,0.35,2024-01-14 17:58:58,transfer,Transaction 528,ACC9292672164,ACC9043011971
TXN-1529,user_197,498121.12,GBP,Singapore,business,0.85,2024-01-14 18:45:52,payment,Transaction 529,ACC6481830268,ACC3481313264
TXN-1530,user_022,762.22,SGD,India,entertainment,0.15,2024-01-14 16:00:04,deposit,Transaction 530,ACC1308708687,ACC2419365185
TXN-1531,user_190,8772.76,SGD,India,jewelry,0.23,2024-01-14 15:58:16,payment,Transaction 531,ACC2163804273,ACC5966544301
TXN-1532,user_079,21138.13,EUR,India,real_estate,0.35,2024-01-14 12:41:29,deposit,Transaction 532,ACC9239673327,ACC2542629503
TXN-1533,user_172,489.86,SGD,UK,investment,0.21,2024-01-14 11:23:49,deposit,Transaction 533,ACC9286091651,ACC5678601902
TXN-1534,user_050,9981.02,USD,USA,crypto_exchange,0.39,2024-01-14 12:35:58,withdrawal,Transaction 534,ACC8782792559,ACC3064598353
TXN-1535,user_007,343.33,USD,India,travel,0.86,2024-01-14 15:41:44,payment,Transaction 535,ACC6798628746,ACC8952217962
TXN-1536,user_076,723.08,SGD,USA,crypto_exchange,0.88,2024-01-14 10:24:13,transfer,Transaction 536,ACC8227102186,ACC2271630418
TXN-1537,user_115,3384.82,INR,USA,travel,0.35,2024-01-14 18:24:24,withdrawal,Transaction 537,ACC1147977290,ACC3905601130
TXN-1538,user_164,3840.31,USD,India,education,0.43,2024-01-14 15:26:33,payment,Transaction 538,ACC8303475121,ACC5947684308
TXN-1539,user_076,9511.57,USD,UAE,crypto_exchange,0.2,2024-01-14 09:42:08,transfer,Transaction 539,ACC9486843259,ACC1236542264
TXN-1540,user_037,28155.46,USD,India,automobile,0.74,2024-01-14 10:30:09,deposit,Transaction 540,ACC6885882434,ACC2521130260
TXN-1541,user_152,6402.12,SGD,India,automobile,0.2,2024-01-14 15:07:22,transfer,Transaction 541,ACC3106435773,ACC9476708275
TXN-1542,user_033,2604.57,SGD,India,entertainment,0.28,2024-01-14 10:49:21,transfer,Transaction 542,ACC4724971308,ACC9900203754
TXN-1543,user_124,38227.83,EUR,UK,utilities,0.42,2024-01-14 14:36:12,deposit,Transaction 543,ACC1816061472,ACC2409273631
TXN-1544,user_138,1657.93,EUR,India,grocery,0.39,2024-01-14 09:55:36,payment,Transaction 544,ACC8569190683,ACC6638240775
TXN-1545,user_135,8100.07,USD,India,education,0.48,2024-01-14 12:03:04,transfer,Transaction 545,ACC6571880247,ACC2194734217
TXN-1546,user_157,4057.7,INR,Singapore,education,0.3,2024-01-14 17:11:45,transfer,Transaction 546,ACC5355174815,ACC4831601798
TXN-1547,user_013,992.53,GBP,UK,crypto_exchange,0.72,2024-01-14 11:58:31,payment,Transaction 547,ACC5828667637,ACC8105423674
TXN-1548,user_136,59424.15,SGD,India,real_estate,0.27,2024-01-14 09:03:23,withdrawal,Transaction 548,ACC5040074052,ACC9194124340
TXN-1549,user_044,834.26,SGD,Singapore,entertainment,0.32,2024-01-14 15:39:16,deposit,Transaction 549,ACC5675314595,ACC1599285961
TXN-1550,user_192,6924.76,USD,India,business,0.17,2024-01-14 15:53:22,deposit,Transaction 550,ACC8195398282,ACC4764164452
TXN-1551,user_047,8133.21,SGD,UAE,investment,0.7,2024-01-14 17:04:21,payment,Transaction 551,ACC5448938660,ACC3729297051
TXN-1552,user_177,379.4,SGD,India,entertainment,0.37,2024-01-14 10:54:08,withdrawal,Transaction 552,ACC7685091476,ACC4890298742
TXN-1553,user_102,7844.39,USD,India,business,0.26,2024-01-14 09:00:19,payment,Transaction 553,ACC7124330963,ACC1500774138
TXN-1554,user_124,11871.03,USD,UAE,entertainment,0.38,2024-01-14 12:45:38,deposit,Transaction 554,ACC1920254513,ACC3405237157
TXN-1555,user_170,387.22,SGD,UAE,grocery,0.28,2024-01-14 09:55:11,deposit,Transaction 555,ACC6382956807,ACC3269125248
TXN-1556,user_148,3279.42,INR,India,automobile,1.07,2024-01-14 10:21:58,transfer,Transaction 556,ACC3317698321,ACC1591405278
TXN-1557,user_008,955.53,GBP,India,healthcare,0.22,2024-01-14 17:20:38,payment,Transaction 557,ACC1151748749,ACC7537135430
TXN-1558,user_146,1427.08,USD,UK,utilities,0.39,2024-01-14 13:38:14,payment,Transaction 558,ACC9870318504,ACC3538154129
TXN-1559,user_122,856.67,USD,India,automobile,0.17,2024-01-14 14:49:07,transfer,Transaction 559,ACC3597184864,ACC3500983549
TXN-1560,user_116,1624.84,EUR,USA,utilities,0.38,2024-01-15 11:52:44,transfer,Transaction 560,ACC4097819199,ACC7862441232
TXN-1561,user_166,75311.74,AED,India,entertainment,0.16,2024-01-15 15:07:43,payment,Transaction 561,ACC5751199357,ACC4713794335
TXN-1562,user_078,8750.57,EUR,India,business,0.39,2024-01-15 16:57:58,withdrawal,Transaction 562,ACC5858188190,ACC8209349803
TXN-1563,user_086,871.36,USD,India,real_estate,0.5,2024-01-15 17:55:49,deposit,Transaction 563,ACC1983323228,ACC3517501345
TXN-1564,user_096,365.47,INR,USA,utilities,0.52,2024-01-15 18:01:28,withdrawal,Transaction 564,ACC7504902855,ACC3079577345
TXN-1565,user_006,346.88,EUR,India,education,0.34,2024-01-15 10:44:37,withdrawal,Transaction 565,ACC9305861906,ACC2991075211
TXN-1566,user_132,476.59,GBP,India,healthcare,0.38,2024-01-15 13:41:08,withdrawal,Transaction 566,ACC7751895652,ACC3449868149
TXN-1567,user_198,113.9,INR,India,jewelry,0.28,2024-01-15 11:35:22,payment,Transaction 567,ACC4197625314,ACC9223602733
TXN-1568,user_038,251866.51,SGD,Singapore,grocery,0.42,2024-01-15 13:22:11,deposit,Transaction 568,ACC5526438136,ACC4554898634
TXN-1569,user_083,14591.06,AED,India,real_estate,0.38,2024-01-15 12:23:55,payment,Transaction 569,ACC8792887861,ACC4413010226
TXN-1570,user_186,829.34,INR,India,investment,0.35,2024-01-15 12:59:20,deposit,Transaction 570,ACC6268686050,ACC4355080368
TXN-1571,user_144,803.09,INR,India,healthcare,0.96,2024-01-15 13:59:02,withdrawal,Transaction 571,ACC3151977355,ACC8639645175
TXN-1572,user_038,565.73,AED,India,healthcare,0.28,2024-01-15 17:36:26,deposit,Transaction 572,ACC3651594097,ACC3953818074
TXN-1573,user_176,56882.68,EUR,India,online,0.38,2024-01-15 10:00:38,transfer,Transaction 573,ACC2553353784,ACC4629893682
TXN-1574,user_051,7885.5,USD,India,grocery,0.39,2024-01-15 09:57:45,transfer,Transaction 574,ACC6205246112,ACC3635270127
TXN-1575,user_012,552.33,GBP,Singapore,education,0.81,2024-01-15 17:22:49,transfer,Transaction 575,ACC4114757751,ACC6293183855
TXN-1576,user_005,7700.74,INR,India,retail,0.39,2024-01-15 10:43:09,payment,Transaction 576,ACC5355103344,ACC5515937010
TXN-1577,user_063,4745.88,INR,India,travel,0.38,2024-01-15 13:39:28,withdrawal,Transaction 577,ACC2033387896,ACC9484449709
TXN-1578,user_117,267.63,INR,India,restaurant,0.11,2024-01-15 17:04:13,withdrawal,Transaction 578,ACC7032646995,ACC4790433624
TXN-1579,user_023,8368.67,INR,USA,jewelry,0.42,2024-01-15 17:04:47,deposit,Transaction 579,ACC5020404614,ACC9712649961
TXN-1580,user_037,1165794.64,AED,UAE,real_estate,0.21,2024-01-15 09:55:08,withdrawal,Transaction 580,ACC9912414336,ACC6864857654
TXN-1581,user_121,9373.87,AED,India,crypto_exchange,0.91,2024-01-15 10:36:41,withdrawal,Transaction 581,ACC3974024483,ACC7974028070
TXN-1582,user_172,26249.08,AED,UAE,crypto_exchange,0.35,2024-01-15 15:23:47,transfer,Transaction 582,ACC4764622950,ACC5903711479
TXN-1583,user_153,6680.97,AED,UAE,real_estate,0.37,2024-01-15 11:21:20,transfer,Transaction 583,ACC9660122536,ACC6346937527
TXN-1584,user_163,95276.46,SGD,India,online,0.82,2024-01-15 15:02:30,withdrawal,Transaction 584,ACC6356440074,ACC1569247003
TXN-1585,user_028,2350.34,INR,India,travel,0.31,2024-01-15 18:28:04,withdrawal,Transaction 585,ACC8141988530,ACC6291677395
TXN-1586,user_072,4217.92,USD,USA,grocery,0.14,2024-01-15 11:58:31,withdrawal,Transaction 586,ACC8751550621,ACC3498186568
TXN-1587,user_122,216218.13,USD,Singapore,retail,0.27,2024-01-15 15:55:22,transfer,Transaction 587,ACC5573197554,ACC4962283348
TXN-1588,user_114,8927.51,USD,UK,entertainment,0.33,2024-01-15 16:08:22,payment,Transaction 588,ACC5824110977,ACC2533378225
TXN-1589,user_188,340.47,SGD,India,entertainment,0.39,2024-01-15 13:19:38,transfer,Transaction 589,ACC3906125493,ACC8058444428
TXN-1590,user_109,888.37,INR,India,crypto_exchange,0.18,2024-01-15 12:30:36,payment,Transaction 590,ACC8341042152,ACC4893006965
TXN-1591,user_070,913.88,GBP,India,jewelry,0.31,2024-01-15 13:20:10,transfer,Transaction 591,ACC2211197949,ACC5473940170
TXN-1592,user_034,77822.23,USD,India,entertainment,0.12,2024-01-15 09:10:26,withdrawal,Transaction 592,ACC5936589607,ACC4267852849
TXN-1593,user_189,55146.4,USD,USA,crypto_exchange,0.94,2024-01-15 13:26:45,withdrawal,Transaction 593,ACC7216204776,ACC7493662358
